@CWAVERAGERATING,@CWTOTALCOMMENT,@PROCESSIDENTIFIER,@MATURITYLEVEL,@CANDIDATE,@ALTERNATENAME,@SPLITNAME,@FRAMEWORXSTATUS,@CANDIDATEMANDATORY,@CANDIDATEEXPLANATORY,@UNIQUEIDENTIFIER,@NAME,@NOTESFROMPREVIOUSDEVELOPMENT,@CANDIDATEOPTIONAL,@BRIEFDESCRIPTION,@SPECIFICATION,@EXPLANATORY,@TYPE,@DELETEDPROCESS,@DATEVALIDATED,@WHENCREATED,@MANDATORY,@OPTIONAL,@VALIDATED,@EXPORTFLAG,@NEWPROCESSIDENTIFIER,@SORTID,@TEMPLATE,@WHENUPDATED,@REFERENCES,@NOTE,@ETOMPROCESSCONTEXT,@DESCRIPTION,@INTERACTION,@CANDIDATEINTERACTIONS,@EHEALTHDESCRIPTION,@EHEALTHNAME,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828834ee511e780ca000d3a02ed0d,Remove Product Offering Purchase Selection,,,Remove a product offering from a purchase.,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:27,,,0,0,1.2.9.2.3,01.02.09.02.03,0,2017-07-13T20:12:09,,,,Not used for this process element.,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828844ee511e780ca000d3a02ed0d,Return Product Offering Purchase,,,Return one or more purchased product offerings after receipt by the purchasing party.,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:27,,,0,0,1.2.9.2.4,01.02.09.02.04,0,2017-07-13T20:12:09,,,,"Return Product Offering Purchase returns one or more purchased product offerings after receipt by the purchasing party.  Before making a return the purchasing party obtains authorization to make the return.

Once the returned offering(s) are received by the appropriate logistics process it will initiate a credit for the returned offering(s).",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a8288c4ee511e780ca000d3a02ed0d,Make Product Offering Purchase Choice,,,Choose a product offering to purchase or create a customized product offering.,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:32:28,,,0,0,1.2.9.2.1.1,01.02.09.02.01.01,0,2017-07-13T20:12:09,,,,"Make Product Offering Purchase Choice chooses a product offering to purchase or creates a customized product offering. A customized offering may be a bundle and is based on rules defined for creating the customized offering. A price for the customized offering may also be determined (not chosen).

The choice may also include one of the recommended product offerings provided.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a8288d4ee511e780ca000d3a02ed0d,Specify Product Offering Purchase Quantity,,,Specify the quantity of the product offering that is being purchased.,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:32:28,,,0,0,1.2.9.2.1.2,01.02.09.02.01.02,0,2017-07-13T20:12:09,,,,Specify Product Offering Purchase Quantity specifies the quantity of the product offering that is being purchased. In the case of a bundled product offering quantities offerings in the bundle may also be chosen if this is an available option.,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a8288e4ee511e780ca000d3a02ed0d,Choose Product Offering Purchase Price,,,Choose a price for the product offering that is being purchased if more than one can be chosen.,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:32:28,,,0,0,1.2.9.2.1.3,01.02.09.02.01.03,0,2017-07-13T20:12:09,,,,"Choose Product Offering Purchase Price chooses a price for the product offering that is being purchased if more than one can be chosen. If the price is based on one or more configurable features/properties the features/properties selected are provided to the Product Configuration process.

A price associated with a product offering may be overridden by a party with the authority to do so.

The price may  be dependent on a policy or a policy may determine another price to apply to the product  offering or some other product offering.  For example, viewing more than a defined number of videos may result in a free view for a family member. Policies are defined when the product offering is developed.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a8288f4ee511e780ca000d3a02ed0d,Make Other Product Offering Purchase Recommendation,,,Recommend one or more other product offerings that may be of interest based on the offering selected.,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:32:28,,,0,0,1.2.9.2.1.4,01.02.09.02.01.04,0,2017-07-13T20:12:09,,,,"Make Other Product Offering Purchase Recommendation recommends one or more other product offerings that may be of interest based on the offering selected.

The recommendation is for inbound purchases and may be based on purchases made by other parties of this item that include other similar items.  It could also be based on offering(s) related to the one purchased that may be of interest. For example, accessories that complement the offering purchased.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828974ee511e780ca000d3a02ed0d,Choose Product Offering to Purchase,,,Choose a product offering that is offered for purchase.,,,657f7a5e87ef11e5bf18002590713bc0,0,1899-12-30T00:00:00,2017-06-11T20:32:28,,,0,0,1.2.9.2.1.1.1,01.02.09.02.01.01.01,0,2017-07-13T20:12:09,,,,"Choose Product Offering to Purchase chooses a product offering that is offered for purchase. One a choice is made the availability of the offering is provided.  The availability may be based on eligibility rules defined for the offering or its related product specification.  For example, if an offering is chosen, but is mutually exclusive with an offering already chosen then the chosen offering is not eligible for purchase.

Any terms/conditions associated with a product offering are also accepted, such as those for a contract or voucher.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828984ee511e780ca000d3a02ed0d,Create Customized Product Offering to Purchase,,,Create a customized offering to purchase based on standard product offerings available.,,,657f7a5e87ef11e5bf18002590713bc0,0,1899-12-30T00:00:00,2017-06-11T20:32:28,,,0,0,1.2.9.2.1.1.2,01.02.09.02.01.01.02,0,2017-07-13T20:12:09,,,,Create Customized Product Offering to Purchase develops a customized offering that may be a bundle. The content of the bundle may be based on rules defined for creating the customized offering. A price for the customized offering may also be determined (not chosen).,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828a44ee511e780ca000d3a02ed0d,Select Product Offering Purchase Quantity,,,Select the quantity for the product offering that is being purchased.,,,657f7a5e87ef11e5bf18002590713bc0,0,1899-12-30T00:00:00,2017-06-11T20:32:29,,,0,0,1.2.9.2.1.2.1,01.02.09.02.01.02.01,0,2017-07-13T20:12:09,,,,Not used for this process element.,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828a54ee511e780ca000d3a02ed0d,Backorder Chosen Product Offering,,,Provide the ability for a party making an inbound purchase to indicate that any quantity not available should be backordered.,,,657f7a5e87ef11e5bf18002590713bc0,0,1899-12-30T00:00:00,2017-06-11T20:32:29,,,0,0,1.2.9.2.1.2.2,01.02.09.02.01.02.02,0,2017-07-13T20:12:09,,,,"Backorder Chosen Product Offering provide the ability for a party making an inbound purchase to indicate that any quantity not available should be backordered. A notification is sent to the party when the offering is in stock.

Back ordering may involve splitting an item on the purchase into the quantity that is available and what is not available. Or the party making the purchase can change the quantity to what is available by using the Change Product Offering Purchase Selection process.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828bd4ee511e780ca000d3a02ed0d,Request Product Offering Purchase Return,,,Make a request to return one or more purchased product offerings.,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:32:31,,,0,0,1.2.9.2.4.1,01.02.09.02.04.01,0,2017-07-13T20:12:09,,,,"Request Product Offering Purchase Return make a request to return one or more purchased product offerings. The request can be made in a number of ways, such as via the web, phone or email.

The request may be to send one or more offerings back for refund, exchange with another offering or offerings, or to replace one or more product offerings.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828be4ee511e780ca000d3a02ed0d,Approve Product Offering Purchase Return,,,Approve the return of one or more purchased product offerings.,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:32:31,,,0,0,1.2.9.2.4.2,01.02.09.02.04.02,0,2017-07-13T20:12:09,,,,"Approve Product Offering Purchase Return approves the return of one or more purchased product offerings. Typically some form of authorization number is provided to the party who made the product offering purchase and it may take the form of an email or on the web as part of the party making a return request.

Once a purchased product offering is received by the appropriate logistics process various processes may be triggered.  For example, a refund may be initiated or the purchased product offering may be replaced with another an delivered back to the party.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828ca4ee511e780ca000d3a02ed0d,Monitor Product Offering Purchase Jeopardy Status,,,Monitor the jeopardy status of product offering purchases and escalate purchases that are in jeopardy of not meeting due dates.,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:32,,,0,0,1.2.9.3.1,01.02.09.03.01,0,2017-07-13T20:12:09,,,,Not used for this process element.,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828cb4ee511e780ca000d3a02ed0d,Update Product Offering Purchase,,,Add additional information to the product offering purchase as needed and modify any purchase information and necessary.,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:32,,,0,0,1.2.9.3.2,01.02.09.03.02,0,2017-07-13T20:12:09,,,,Not used for this process element.,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828da4ee511e780ca000d3a02ed0d,Finish Product Offering Purchase,,,Mark a product offering purchase as completed (finished).,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:33,,,0,0,1.2.9.5.1,01.02.09.05.01,0,2017-07-13T20:12:09,,,,"Finish Product Offering Purchase marks a product offering purchase as completed (finished) after other processes, such as those that collect payment, billing/invoicing information, and delivery information.

Notify other processes, such as infrastructure configuration (Service/Resource) to fulfill the purchase.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828db4ee511e780ca000d3a02ed0d,Acknowledge Product Offering Purchase Completion,,,Provide acknowledgement to the party making the product offering purchase that it is complete.,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:33,,,0,0,1.2.9.5.2,01.02.09.05.02,0,2017-07-13T20:12:09,,,,"Acknowledge Product Offering Purchase Completion provides acknowledgement to the party making the product offering purchase that it is complete. The acknowledgement can be provided in a number of ways including email and text message.

It may also include acknowledgement of payment if one has been made as part of the purchase. The Party Payment Handling process is responsible for accepting payments.",,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828dc4ee511e780ca000d3a02ed0d,Coordinate Product Offering Purchase Provisioning,,,Coordinate any necessary provisioning activities for inbound product offering purchases by generating the service order and resource order creation request(s) to Issue Service Orders and Issue Resource Orders.,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:33,,,0,0,1.2.9.5.3,01.02.09.05.03,0,2017-07-13T20:12:09,,,,Not used for this process element.,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12a828dd4ee511e780ca000d3a02ed0d,Initiate Additional Product Offering Purchase(s),,,Prepare product offering purchases in the form of product offering orders for each product offering fulfilled by another party.,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:32:33,,,0,0,1.2.9.5.4,01.02.09.05.04,0,2017-07-13T20:12:10,,,,Initiate Additional Product Offering Purchase(s) prepares product offering purchase(s) in the form of product offering orders for each product offering fulfilled by one or more other parties.  The order(s) is/are provided to the Initiate Product Offering Purchase process.,,,,,ATALMOR,ATALMOR,DFREED,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02ac4ee611e780ca000d3a02ed0d,Define DG Strategy [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:33,,,0,0,1.7.8.4.1  (This Process ID has been deliberately unused!),01.07.08.04.01,0,2021-12-02T18:25:30,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02ad4ee611e780ca000d3a02ed0d,Define DG Policy [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:33,,,0,0,1.7.8.4.2  (This Process ID has been deliberately unused!),01.07.08.04.02,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02ae4ee611e780ca000d3a02ed0d,Perform DG  Maturity Assessment [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:33,,,0,0,1.7.8.4.3  (This Process ID has been deliberately unused!),01.07.08.04.03,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02af4ee611e780ca000d3a02ed0d,Establish DG management [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:33,,,0,0,1.7.8.4.4  (This Process ID has been deliberately unused!),01.07.08.04.04,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02b04ee611e780ca000d3a02ed0d,Data Governance Management [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:33,,,0,0,1.7.8.4.5  (This Process ID has been deliberately unused!),01.07.08.04.05,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02b14ee611e780ca000d3a02ed0d,Manage DG Audit [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:33,,,0,0,1.7.8.4.6  (This Process ID has been deliberately unused!),01.07.08.04.06,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02c44ee611e780ca000d3a02ed0d,Define DG Roadmap [Deleted],,,Deleted,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:39:35,,,0,0,1.7.8.4.4.1  (This Process ID has been deliberately unused!),01.07.08.04.04.01,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02c54ee611e780ca000d3a02ed0d,Allocate DG Resource [Deleted],,,Deleted,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:39:35,,,0,0,1.7.8.4.4.2  (This Process ID has been deliberately unused!),01.07.08.04.04.02,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02c64ee611e780ca000d3a02ed0d,Execute DG Roadmap [Deleted],,,Deleted,,,37fa5da18f8811dfad4100059a3c7800,0,1899-12-30T00:00:00,2017-06-11T20:39:35,,,0,0,1.7.8.4.4.3  (This Process ID has been deliberately unused!),01.07.08.04.04.03,0,2021-12-02T18:25:31,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02dc4ee611e780ca000d3a02ed0d,Manage Data  Access [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:36,,,0,0,1.7.8.5.2  (This Process ID has been deliberately unused!),01.07.08.05.02,0,2021-12-02T18:25:32,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02dd4ee611e780ca000d3a02ed0d,Manage Data Security [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:36,,,0,0,1.7.8.5.3  (This Process ID has been deliberately unused!),01.07.08.05.03,0,2021-12-02T18:25:32,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02de4ee611e780ca000d3a02ed0d,Manage Data Compliance [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:36,,,0,0,1.7.8.5.4  (This Process ID has been deliberately unused!),01.07.08.05.04,0,2021-12-02T18:25:32,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02df4ee611e780ca000d3a02ed0d,Manage Data Storage [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:36,,,0,0,1.7.8.5.5  (This Process ID has been deliberately unused!),01.07.08.05.05,0,2021-12-02T18:25:32,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02e04ee611e780ca000d3a02ed0d,Manage Data Usage [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:36,,,0,0,1.7.8.5.6  (This Process ID has been deliberately unused!),01.07.08.05.06,0,2021-12-02T18:25:32,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,12cc02e14ee611e780ca000d3a02ed0d,Manage Data Distribution [Deleted],,,Deleted,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2017-06-11T20:39:36,,,0,0,1.7.8.5.7  (This Process ID has been deliberately unused!),01.07.08.05.07,0,2021-12-02T18:25:32,,,,Deleted,,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,1.1.1.18.3,6c6a1773598011df88790026b9bf6441,0,3.5.3 Close Customer Interaction,Close Customer Interaction,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,1321fa6d048611e3ac5202b09a168801,Close Customer Interaction,,Reserved for future use.,Close the customer interaction.,,Not used for this process element.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2013-08-13T22:06:05,Not used for this process element.,Not used for this process element.,0,0,1.3.5.3,01.03.05.03,0,2017-07-13T20:12:18,,,"This process element represents part of the overall enterprise, modelled in business process terms, and can be applied (i.e. “instantiated”) with other similar process elements for application within a specific organization or domain.",The purpose of this process is to close the customer interaction when both parties agree that the interaction is closed.,Not used for this process element.,Reserved for future use.,eHealth:  Close the customer interaction.,eHealth:  Close Customer Interaction,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.1.1.18.4,6c6a1773598011df88790026b9bf6441,0,3.5.4 Log Customer Interaction,Log Customer Interaction,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,1321fa6e048611e3ac5202b09a168801,Log Customer Interaction,,Reserved for future use.,Record and maintain all information about the customer interaction.,,Not used for this process element.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2013-08-13T22:06:12,Not used for this process element.,Not used for this process element.,0,0,1.3.5.4,01.03.05.04,0,2017-07-13T20:12:18,,,"This process element represents part of the overall enterprise, modelled in business process terms, and can be applied (i.e. “instantiated”) with other similar process elements for application within a specific organization or domain.",The purpose of this process is to record and maintain all information about the customer interaction. This information can be used in future interaction or as input for data analysis processes.,Not used for this process element.,Reserved for future use.,eHealth:  Record and maintain all information about the customer interaction.,eHealth:  Log Customer Interaction,ADMIN,ADMIN,DFREED,,,
0.0,0.0,1.1.1.16.2.5,6c6a1773598011df88790026b9bf6441,0,3.4.2.5 Issue Unique Customer ID,Issue Unique Customer ID,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,13b943bd042e11e3ac5202b09a168801,Issue Unique Customer ID,,Reserved for future use.,Ensure only one customer identity exists across the Enterprise.,,Not used for this process element.,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2013-08-13T09:36:09,Not used for this process element.,Not used for this process element.,0,0,1.3.4.2.5,01.03.04.02.05,0,2017-07-13T20:12:18,,,"This process element represents part of the overall enterprise, modelled in business process terms, and can be applied (i.e. “instantiated”) with other similar process elements for application within a specific organization or domain.","The purpose of this process is to ensure only one customer identity exists across the Enterprise, which can be referenced across the whole Enterprise and allows the customer to quickly and easily identify himself. Before establishing an identity for a new customer  de-duplication check is performed.",Not used for this process element.,Reserved for future use.,,,,,DFREED,8,8,
0.0,0.0,1.1.4.6.3.1(This Process ID has been deliberately unused!),23e9577d4cf511e39beff81a67018365,0,Establish Supplier/ Partner Agreement[deleted],Establish Supplier/ Partner Agreement,,Deleted,Deleted,13c02259325b11e28b53002564cb911c,Establish Supplier/ Partner Agreement[deleted],,Deleted,Deleted,,Reserved for future use.,7001e831cb2b11db9435000e3573f0d3,1,1899-12-30T00:00:00,2012-11-19T09:08:15,Reserved for future use.,Reserved for future use.,0,0,(This Process ID has been deliberately unused!),,0,2017-06-29T16:54:17,,,"This process element represents part of the overall enterprise, modeled in business process terms, and can be applied (ie “instantiated”) with other similar process elements for application within a specific organization or domain.",Deleted,Reserved for future use.,Deleted,"eHealth:  Establish an Agreement between the Enterprise and the Supplier/Partner for a particular Product for which the Enterprise and the S/P get into an out-sourcing agreement. 
The S/P makes the outsourced resources available to the enterprise as products in the S/P catalog.
This process element defines the commercial terms and conditions and requirements for the Product to comply with the technical / operational specifications defined in the S/P catalog.
This process can be applied with other similar processes, for example, the S/P Requisition Management, where the process to manage the implementation of the established Agreement is addressed.",eHealth:  Establish Supplier/ Partner Agreement,,,DFREED,8,8,
0.0,0.0,X.X.X.X.X,6c6a1773598011df88790026b9bf6441,0,Template: L3,Template: L3,b4509c908eca11e5bf18002590713bc0,Reserved for future use.,Reserved for future use.,1423646e486211ec8107000d3a02ed0d,Enterprise Capacity Management,,Reserved for future use.,"Enterprise Capacity Management business process establishes current and future enterprise resources (i.e. materials, staff, stock, supplies etc.) are sufficient to meet planned and forecasted business needs.",,Not used for this process element.,7001e831cb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2021-11-18T11:24:23,Not used for this process element.,Not used for this process element.,0,0,1.7.1.7,01.07.01.07,0,2022-06-03T11:18:03,,,"This process element represents part of the overall enterprise, modelled in business process terms, and can be applied (i.e. “instantiated”) with other similar process elements for application within a specific organization or domain.","Enterprise Capacity Management business process establishes current and future enterprise ""resources"" (i.e. materials, staff, stock, supplies etc.) are sufficient to meet planned and forecasted business needs.
Enterprise Capacity Management business process support the organization in determining optimal availability for current and future business intents for use or consumption, and aligns the allocation of available and planned ""resources"" relationship between all value streams, such product management, service management and production resource management. Through this business process, maximum levels of output that an organization can sustain for production (to make a product or provide a service) are defined and managed in a continuum.
Enterprise Capacity Management process works closely with service level management to ensure that the business’ requirements for capacity are meet expectations of the enterprises performance goals. Enterprise Capacity Management also serves as a focal point for any capacity issues in the organization as it supports product, services and resources planning, availability and performance.
Examples of Enterprise Capacity Management include:
A telco that can support 200 million minutes of use across a 200 solar powered base stations with a 40 man network operations team and 1000 subscribers in a week.
A café that can brew 1800 cups of coffee in a working day of 8 hours.
A call center scoped to field 7,000 calls per week with 120 agents in a 3 shift cycle.
An automobile production line that can assemble 250 trucks per month across 3 truck models.
A restaurant that is designed to support seating capacity that accommodates a maximum of 100 diners at its peak time per week.",Not used for this process element.,Reserved for future use.,eHealth:,eHealth:  Template: L3,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,14bd1cae560411ec8107000d3a02ed0d,Define Sales Problem,,,Define Sales Problem business activity is in charge of determining and describing issues and concerns that impact selling. ,,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2021-12-05T19:46:48,,,0,0,1.1.21.2.1,01.01.21.02.01,0,2022-06-03T11:17:52,,,,"Define Sales Problem business activity is in charge of determining and describing issues and concerns that impact selling. 

Define Sales Problem includes tasks that identify problems with leads management, sales planning, poor sales forecasting, ineffective sale tactic,  loosing sales etc.",,,,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,0.0,,6c6a1773598011df88790026b9bf6441,0,,,b4509c908eca11e5bf18002590713bc0,,,14bd1caf560411ec8107000d3a02ed0d,Assess Sales Problem,,,"Assess Sales Problem business activity is in charge of determining causes to sales issues and related concerns that impact sales activities, such as selling. ",,,7001e89dcb2b11db9435000e3573f0d3,0,1899-12-30T00:00:00,2021-12-05T19:46:48,,,0,0,1.1.21.2.2,01.01.21.02.02,0,2022-06-03T11:17:34,,,,"Assess Sales Problem business activity is in charge of determining causes to sales issues and related concerns that impact sales activities, such as selling. 

Assess Sales Problem includes tasks that prioritize sales problem based on impact to the business, collecting sales problem-related information/data, and investigating sales problems to identify causes. ",,,,,ATALMOR,ATALMOR,ATALMOR,,,
