@CWAVERAGERATING,@CWTOTALCOMMENT,@TYPE,@CAPABILITYIDENTIFIER,@EXPORTFLAG,@DATEVALIDATED,@WHENUPDATED,@GROUPSTRATIFICATION,@WHENCREATED,@NAME,@UNIQUEIDENTIFIER,@MATURITYLEVEL,@TEMPLATE,@DESCRIPTION,@VALIDATED,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.7,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Financial Account Matching,11185769b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with a financial account on the organization's chart of accounts.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.8,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Policy Matching,1118576ab7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with policies.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.9,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Collateral Matching,1118576bb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with a piece of collateral.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.10,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Facility Matching,1118576cb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with one or more facilities.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.11,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Asset Matching,1118576db7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with one or more assets.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.12,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Decision Matching,1118576eb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with each decision made related to that agreement at any point in its lifecycle.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.13,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Time Matching,1118576fb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate agreement terms with time periods.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.14,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Authored Item Matching,11185770b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with the written manifestation of that agreement.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.15,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Human Resource Matching,11185771b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with a human resource.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.9.16,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement/Work Matching,11185772b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to associate an agreement with Work.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.5.10,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement Information Management,11185773b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to organize, track, report on, or otherwise disseminate attributes and data related to an agreement.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.10.1,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement Profile Management,11185774b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to define, update, delete/archive and otherwise manage agreement profile",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.10.2,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement History Management,11185775b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to define, update, delete/archive and otherwise manage agreement history",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.10.3,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement State Management,11185776b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to define, update, delete/archive and otherwise manage agreement state",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.10.4,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement Type Management,11185777b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to define, update, delete/archive and otherwise manage agreement type",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.5.10.5,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Agreement Analytics Management,11185778b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to define, update, delete/archive and otherwise manage agreement analytics",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a3b7b211ea80f1000d3a02ed0d,1.1.6,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Management,11185779b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to plan, track, prepare for, depart, arrive, and adjust a journey between a starting point location and one or more targeted locations, until a final destination is reached.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.6.1,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Definition,1118577ab7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to establish, declare, and identify a trip.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.6.2,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Compliance Management,1118577bb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to verify and enforce that a trip is executed in accordance to the terms and conditions, preferences, policy, and good practice.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.2.1,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Interpretation,1118577cb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to quantify the terms and preferences that establish a baseline for determining compliance.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.2.2,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Tip Compliance Gap Analysis,1118577db7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to articulate the delta or differences between the interpreted baseline and actual actions taken as a result of or related to the agreement.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.2.3,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Enforcement,1118577eb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to ensure compliance with agreed terms.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.6.3,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Risk Management,1118577fb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a trip.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.3.1,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Risk Level Determination,11185780b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to identify and define the level of risk associated with a trip.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.3.2,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Risk Threshold Determination,11185781b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to identify and define the level of acceptable risk associated with a trip.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.3.3,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Risk Aggregation,11185782b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to consider a collective set of risk factors and represent them from a rationalized perspective.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.6.4,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Matching,11185783b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to associate a trip with other aspects of a journey or related business objects.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.4.1,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip/Asset Matching,11185784b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to associate a trip with an asset.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.4.2,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip/Campaign Matching,11185785b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to associate a trip with a marketing campaign.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.4.3,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip/Customer Matching,11185786b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to associate a trip with a customer.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.4.4,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip/Location Matching,11185787b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to associate a trip with a location.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.4.5,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip/Plan Matching,11185788b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to associate a trip with a plan.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.4.6,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip/Route Matching,11185789b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The Ability to associate a trip with a route.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.6.5,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Information Management,1118578ab7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to capture, organize, track, report on, or otherwise disseminate basic attributes, data, and other perspectives about a journey.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.5.1,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Profile Management,1118578bb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to articulate, organize, track, validate, disseminate, and otherwise administer descriptive, identifying information about a trip.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.5.2,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Type Management,1118578cb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to determine, modify, and interpret the category or classification of a trip.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.5.3,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip State Management,1118578db7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to determine, modify, and interpret the status or condition of a trip.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.5.4,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip History Management,1118578eb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to identify, record, and represent a chronological order of events and actions associated with a trip.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.6.5.5,0,1899-12-30T00:00:00,2020-06-26T13:36:49,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:49,Trip Analytics Management,1118578fb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The Ability to identify, establish, validate, and articulate metrics and measures on historic and predictive determinations for one or more trips.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a3b7b211ea80f1000d3a02ed0d,1.1.7,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Management,11185790b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to design the architecture and plan, develop, deploy, monitor and report on the communications network infrastructure.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.7.1,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Definition,11185791b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to establish, declare, and identify a network.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.7.2,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Design,11185792b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to conceptualize, specify, and model features that a network must have.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.2.1,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Needs Determination,11185793b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to identify and describe the appropriate needs for network changes.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.2.2,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Specification,11185794b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to define the network’s features and configuration, which may include drawings, blueprints, and other representations.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.2.3,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Modeling,11185795b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to create approximations of a network, or particular parts, in order to determine feasibility and/or applicability of the design.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.2.4,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Prototyping,11185796b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to create mock-ups of a network in order to determine feasibility and/or applicability of the network.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.7.3,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Lifecycle Management,11185797b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to make decisions concerning a network over time, between the time it is created until it is destroyed or removed.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.3.1,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Activation,11185798b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to bring a network into use.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.3.2,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Configuration,11185799b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to configure a network to an agreed design.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.3.3,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Decommissioning,1118579ab7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to remove a network from active use.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.7.4,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Performance Management,1118579bb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to determine how well a network is meeting specification and objective levels, or delivering against design.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.4.1,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Performance Threshold Setting,1118579cb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to determine acceptable or unacceptable levels of performance.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.4.2,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Performance Threshold Measurement,1118579db7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to determine if a network is exceeding or falling short of an acceptable threshold of performance.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.4.3,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Performance Constraints Determination,1118579eb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to assess what is causing a network to under perform.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.7.5,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Compliance Management,1118579fb7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to verify and enforce that a network is being managed and used in accordance to the terms and conditions, preferences, policy, and good practice.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.5.1,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Interpretation,111857a0b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to quantify the terms and preferences that establish a baseline for determining compliance.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.5.2,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Compliance Gap Analysis,111857a1b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to articulate the delta or differences between the interpreted baseline and actual actions taken as a result of or related to the agreement.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.5.3,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Enforcement,111857a2b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to ensure compliance with agreed terms.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.7.6,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Risk Management,111857a3b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to identify, assess, aggregate, articulate, and incorporate various exposures to harm, danger, or loss associated with a network.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.6.1,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Risk Level Determination,111857a4b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to identify and define the level of risk associated with a network.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.6.2,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Risk Threshold Determination,111857a5b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to identify and define the level of acceptable risk associated with a network.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.6.3,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Risk Aggregation,111857a6b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to consider a collective set of risk factors and represent them from a rationalized perspective.,0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856a8b7b211ea80f1000d3a02ed0d,1.1.7.7,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Access Management,111857a7b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,"The ability to establish, control, restrict, and administer rights to view, use, or change a network in a variety of contexts.",0,ATALMOR,ATALMOR,ATALMOR
0.0,0.0,111856adb7b211ea80f1000d3a02ed0d,1.1.7.7.1,0,1899-12-30T00:00:00,2020-06-26T13:36:50,111856a1b7b211ea80f1000d3a02ed0d,2020-06-26T13:36:50,Network Access Constraints Definition,111857a8b7b211ea80f1000d3a02ed0d,111856a5b7b211ea80f1000d3a02ed0d,0,The ability to define and impose limitations of access rights to a network.,0,ATALMOR,ATALMOR,ATALMOR
