@BUSINESSVALUE,@DATEVALIDATED,@GID,@WHENCREATED,@TYPE,@GROUP,@CWTOTALCOMMENT,@ALTFRAMEWORXMETRICID,@MATURITY,@EGID,@SORTID,@UNITS,@NAME,@CWAVERAGERATING,@EXPORTFLAG,@TEMPLATE,@ENTRYDATE,@VALIDATED,@DESCRIPTION,@CATEGORY1,@WHENUPDATED,@CATEGORY2,@BUSINESSVALUE_MLT,@BUSINESSOBJECTS,@UNIQUEIDENTIFIER,@TXTFORMULA,@CATEGORY3,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
Used to evaluate the popularity of targeted real-time offers,1899-12-30T00:00:00,46014,2018-04-16T18:50:58,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Real Time Offers Accepted,41afc527309111e880d4000d3a02ed0d,RN-C-15,896,Percent,896,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to evaluate the popularity of targeted real-time offers,,14377d6b41a711e880d5000d3a02ed0d,# Real Time Offers Accepted / # Real Time Offers,,DFREED,DFREED,DFREED
Used to measure efficiency of Service Activation process,1899-12-30T00:00:00,46300,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,"# Minutes per Service Activation (Renewal), from Request to Activation per Enterprise Customer",41afc527309111e880d4000d3a02ed0d,RN-E-1,897,Seconds,897,0.0,0,0,2014-12-04T00:00:00,0,Sum (Time of Activation (Renewal) - Time of Request(Renewal))/# Service Activations (Renewal) Successful,"Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to measure efficiency of Service Activation process,,14377d6c41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure efficiency of Service Activation process during renewal.,1899-12-30T00:00:00,46301,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Service Activations (Renewal) Compliant,41afc527309111e880d4000d3a02ed0d,RN-E-2,898,Number,898,0.0,0,0,2014-12-04T00:00:00,0,# Successful Service Activations for renewing customers completed within the SLA timescale,"Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to measure efficiency of Service Activation process during renewal.,,14377d6d41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure efficiency of Service Activation process during renewal.,1899-12-30T00:00:00,46302,2018-04-16T18:50:58,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Service Renewal Compliance,41afc527309111e880d4000d3a02ed0d,RN-E-3,899,Percent,899,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to measure efficiency of Service Activation process during renewal.,,14377d7041a711e880d5000d3a02ed0d,# Service Activations (Renewal) Compliant / # Service Activations (Renewal) Successful,,DFREED,DFREED,DFREED
Used to assess the timelines of the contract renewal process from the enterprise customer's perspective.,1899-12-30T00:00:00,46303,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,Contract Renewal Timeliness Subjective Score,41afc527309111e880d4000d3a02ed0d,RN-E-4,900,6 (Strongly Agree) - 1 (Strongly Disagree),900,0.0,0,0,2014-12-04T00:00:00,0,"Enterprise Customer Response to ""Our Customer Service Manager approached your contract renewal at the right time""","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to assess the timelines of the contract renewal process from the enterprise customer's perspective.,,14377d7141a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to assess the enterprise customer's satisfaction with the contract renewal process.,1899-12-30T00:00:00,46304,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,Contract Renewal Satisfaction Score,41afc527309111e880d4000d3a02ed0d,RN-E-5,901,6 (Very Satisfied) - 1 (Very Dissatisfied),901,0.0,0,0,2014-12-04T00:00:00,0,"Enterprise Customer Response to ""How satisfied are you with the contract renewal process""","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to assess the enterprise customer's satisfaction with the contract renewal process.,,14377d7241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Measures how convenient it is for customers to renew service,1899-12-30T00:00:00,46305,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Renew Channels,41afc527309111e880d4000d3a02ed0d,RN-F-1a,902,Number,902,0.0,0,0,2014-12-04T00:00:00,0,# Channels types over which service contracts can be renewed.,"Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Measures how convenient it is for customers to renew service,,14377d7341a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used for competitive benchmarking,1899-12-30T00:00:00,46306,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Competitor Renew Channels,41afc527309111e880d4000d3a02ed0d,,903,Number,903,0.0,0,0,2014-12-04T00:00:00,0,"# Competitor Renew Channels; 
ADDITIONAL COMMENTS: This is a dummy metric used in the calculation of 46307.","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used for competitive benchmarking,,14377d7441a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Competitive Benchmark. Relative number of channels over which to renew service.,1899-12-30T00:00:00,46600,2018-04-16T18:50:58,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Renew Channels of Competitors Renew Channels,41afc527309111e880d4000d3a02ed0d,RN-F-1,904,Percent,904,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Competitive Benchmark. Relative number of channels over which to renew service.,,14377d7741a711e880d5000d3a02ed0d,# Renew Channels / # Competitor Renew Channels,,DFREED,DFREED,DFREED
Used to evaluate the effectiveness of a specific marketing campaign.,1899-12-30T00:00:00,46601,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Growth in Customers Renewing per Campaign,41afc527309111e880d4000d3a02ed0d,RN-F-2,905,Percent,905,0.0,0,0,2014-12-04T00:00:00,0,"# Customer Renewing (T+7 days) /# Customers Renewing (T-7 days)              T is the date of the campaign start. T-7 indicates the 7 day period leading up to the campaign start, T+& indicates the 7 day period following the campaign start.","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to evaluate the effectiveness of a specific marketing campaign.,,14377d7841a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure efficiency of Service Activation process during renewal.,1899-12-30T00:00:00,46602,2018-04-16T18:50:58,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Service Activations (Renewal) Failed,41afc527309111e880d4000d3a02ed0d,RN-F-3,906,Percent,906,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to measure efficiency of Service Activation process during renewal.,,14377d7b41a711e880d5000d3a02ed0d,# Service Activations (Renewal) Failed / # Service Activation (Renewal) Requests,,DFREED,DFREED,DFREED
Used to measure efficiency of Service Activation process during renewal.,1899-12-30T00:00:00,46603,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,"# Minutes per Service Activation (Renewal), from Request to Activation",41afc527309111e880d4000d3a02ed0d,RN-F-4,907,Seconds,907,0.0,0,0,2014-12-04T00:00:00,0,Sum (Time of Activation (Renewal) - Time of Request(Renewal))/# Service Activations (Renewal) Successful,"Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:54,,Used to measure efficiency of Service Activation process during renewal.,,14377d7c41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to assess the timelines of the service renewal process from the customer's perspective.,1899-12-30T00:00:00,46604,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,Service Renewal Timeliness Subjective Score,41afc527309111e880d4000d3a02ed0d,RN-F-5,908,6 (Strongly Agree) - 1 (Strongly Disagree),908,0.0,0,0,2014-12-04T00:00:00,0,"Sample Customer Survey Response to ""Our CSR approached you about service renewal at the right time""","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:55,,Used to assess the timelines of the service renewal process from the customer's perspective.,,14377d7d41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to assess customer satisfaction with the service renewal process.,1899-12-30T00:00:00,46605,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,Service Renewal Satisfaction Score,41afc527309111e880d4000d3a02ed0d,RN-F-6,909,6 (Very Satisfied) - 1 (Very Dissatisfied),909,0.0,0,0,2014-12-04T00:00:00,0,"Sample Customer Survey Response to ""How satisfied are you with the service renewal process""","Renew (Enhance Selection, Renew Contract)",2021-07-28T20:47:55,,Used to assess customer satisfaction with the service renewal process.,,14377d7e41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
"This is a loyalty indicator, and identifies which channels attract the most loyal customers.",1899-12-30T00:00:00,47000,2018-04-16T18:50:58,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Days Account Active,41afc527309111e880d4000d3a02ed0d,RC-C-1,910,Number,910,0.0,0,0,2014-12-04T00:00:00,0,# Days an account has been in active use,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,"This is a loyalty indicator, and identifies which channels attract the most loyal customers.",,14377d7f41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
This is a loyalty indicator.,1899-12-30T00:00:00,47001,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Renew Rate,41afc527309111e880d4000d3a02ed0d,RC-C-2,911,Percent,911,0.0,0,0,2014-12-04T00:00:00,0,# Renew Orders/ (# Renew Orders + # Orders),"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,This is a loyalty indicator.,,14377d8041a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the effectiveness of the loyalty program,1899-12-30T00:00:00,47002,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Loyalty Program Members,41afc527309111e880d4000d3a02ed0d,RC-C-3,912,Number,912,0.0,0,0,2014-12-04T00:00:00,0,# Customers belonging to a loyalty program,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to measure the effectiveness of the loyalty program,,14377d8141a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the effectiveness of referral promotions.,1899-12-30T00:00:00,47003,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Referrals,41afc527309111e880d4000d3a02ed0d,RC-C-4,913,Number,913,0.0,0,0,2014-12-04T00:00:00,0,"# Referrals provided by a customer; 
ADDITIONAL COMMENTS: Customer ID is the referring customer ID. A customer may make many referrals. This is pegged whenever a new customer makes an enquiry and quotes a referral ID.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to measure the effectiveness of referral promotions.,,14377d8241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the effectiveness of referral promotions.,1899-12-30T00:00:00,47004,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Referrals Successful,41afc527309111e880d4000d3a02ed0d,RC-C-5,914,Number,914,0.0,0,0,2014-12-04T00:00:00,0,"# Successful qualifying referrals given by customer; 
ADDITIONAL COMMENTS: This is pegged whenever a new referred customer makes a qualifying purchase.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to measure the effectiveness of referral promotions.,,14377d8341a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the effectiveness of referral promotions.,1899-12-30T00:00:00,47005,2018-04-16T18:50:59,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Referrals Successful,41afc527309111e880d4000d3a02ed0d,RC-C-6,915,Percent,915,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to measure the effectiveness of referral promotions.,,14377d8641a711e880d5000d3a02ed0d,# Referrals Successful / # Referrals,,DFREED,DFREED,DFREED
Used to measure the effectiveness of referral promotions.,1899-12-30T00:00:00,47006,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Referrals Successful - Non-Qualifying,41afc527309111e880d4000d3a02ed0d,RC-C-7,916,Number,916,0.0,0,0,2014-12-04T00:00:00,0,"# Successful non-qualifying referrals given by customer; 
ADDITIONAL COMMENTS: This is pegged whenever a new referred customer makes a purchase that does not qualify for the terms of the incentive.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to measure the effectiveness of referral promotions.,,14377d8741a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to measure the effectiveness of referral promotions.,1899-12-30T00:00:00,47007,2018-04-16T18:50:59,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Referrals Successful - Non-Qualifying,41afc527309111e880d4000d3a02ed0d,RC-C-8,917,Percent,917,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to measure the effectiveness of referral promotions.,,14377d8a41a711e880d5000d3a02ed0d,# Referrals Successful - Non-Qualifying / # Referrals,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,1899-12-30T00:00:00,47008,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Social Media Comments Positive,41afc527309111e880d4000d3a02ed0d,RC-C-9,918,Number,918,0.0,0,0,2014-12-04T00:00:00,0,"# Positive Comments Recorded on Social Networks; 
ADDITIONAL COMMENTS: Must be objectively assessed. Ideally captured every hour and can then be aggregated over longer periods.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,,14377d8b41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,1899-12-30T00:00:00,47009,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Social Media Comments Negative,41afc527309111e880d4000d3a02ed0d,RC-C-10,919,Number,919,0.0,0,0,2014-12-04T00:00:00,0,"# Negative Comments Recorded on Social Networks; 
ADDITIONAL COMMENTS: Must be objectively assessed. Ideally captured every hour and can then be aggregated over longer periods.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,,14377d8c41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,1899-12-30T00:00:00,47010,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Social Media Comments Neutral,41afc527309111e880d4000d3a02ed0d,RC-C-11,920,Number,920,0.0,0,0,2014-12-04T00:00:00,0,"# Neutral Comments Recorded on Social Networks; 
ADDITIONAL COMMENTS: Must be objectively assessed. Ideally captured every hour and can then be aggregated over longer periods.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,,14377d8d41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,1899-12-30T00:00:00,47011,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Social Media Comments,41afc527309111e880d4000d3a02ed0d,RC-C-12,921,Number,921,0.0,0,0,2014-12-04T00:00:00,0,"# Comments Recorded on Social Networks; 
ADDITIONAL COMMENTS: Must be objectively assessed. Ideally captured every hour and can then be aggregated over longer periods.","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate customer sentiment. The referenced channel type is used to identify which channels are most impacting sentiment.,,14377d8e41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate enterprise customer sentiment,1899-12-30T00:00:00,47300,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,NPS - Relational (Enterprise),41afc527309111e880d4000d3a02ed0d,RC-E-1,922,Number,922,0.0,0,0,2014-12-04T00:00:00,0,"% of promoters (9-10 in likely to recommend scale) - % or detractors (0-6 in likely to recommend scale) based upon standard NPS relational methodology; 
ADDITIONAL COMMENTS: NPS - Net Promoter Score","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate enterprise customer sentiment,,14377d8f41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate enterprise customer sentiment,1899-12-30T00:00:00,47301,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,NPS - Transactional (Enterprise),41afc527309111e880d4000d3a02ed0d,RC-E-2,923,Number,923,0.0,0,0,2014-12-04T00:00:00,0,"% of promoters (9-10 in likely to recommend scale) - % or detractors (0-6 in likely to recommend scale) based upon standard NPS transactional methodology; 
ADDITIONAL COMMENTS: NPS - Net Promoter Score","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate enterprise customer sentiment,,14377d9041a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Evaluate enterprise customer opinion of loyalty program,1899-12-30T00:00:00,47302,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,Loyalty Program Subjective Score (Enterprise),41afc527309111e880d4000d3a02ed0d,RC-E-3,924,6 (Strongly Agree) - 1 (Strongly Disagree),924,0.0,0,0,2014-12-04T00:00:00,0,"Enterprise Customer Response to ""Our loyalty program encourages you to continue to use our products and services""""","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Evaluate enterprise customer opinion of loyalty program,,14377d9141a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47600,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,NPS - Relational,41afc527309111e880d4000d3a02ed0d,RC-F-1,925,Number,925,0.0,0,0,2014-12-04T00:00:00,0,"% of promoters (9-10 in likely to recommend scale) - % or detractors (0-6 in likely to recommend scale) based upon standard NPS relational methodology; 
ADDITIONAL COMMENTS: NPS - Net Promoter Score","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate customer sentiment,,14377d9241a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47601,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,NPS - Transactional,41afc527309111e880d4000d3a02ed0d,RC-F-2,926,Number,926,0.0,0,0,2014-12-04T00:00:00,0,"% of promoters (9-10 in likely to recommend scale) - % or detractors (0-6 in likely to recommend scale) based upon standard NPS transactional methodology; 
ADDITIONAL COMMENTS: NPS - Net Promoter Score","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate customer sentiment,,14377d9341a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47602,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Customer Detractors (Relational),41afc527309111e880d4000d3a02ed0d,RC-F-3,927,Percent,927,0.0,0,0,2014-12-04T00:00:00,0,# Customers scoring 0-6 in likely to recommend scale/ # Customers Surveyed,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:55,,Used to evaluate customer sentiment,,14377d9441a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47603,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Customer Promoters (Relational),41afc527309111e880d4000d3a02ed0d,RC-F-4,928,Percent,928,0.0,0,0,2014-12-04T00:00:00,0,# Customers scoring 9-10 in likely to recommend scale / # Customers Surveyed,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to evaluate customer sentiment,,14377d9541a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47604,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Customer Detractors (Transactional),41afc527309111e880d4000d3a02ed0d,RC-F-5,929,Percent,929,0.0,0,0,2014-12-04T00:00:00,0,# Customers scoring 0-6 in likely to recommend scale/ # Customers Surveyed,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to evaluate customer sentiment,,14377d9641a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate customer sentiment,1899-12-30T00:00:00,47605,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Customer Promoters (Transactional),41afc527309111e880d4000d3a02ed0d,RC-F-6,930,Percent,930,0.0,0,0,2014-12-04T00:00:00,0,# Customers scoring 9-10 in likely to recommend scale / # Customers Surveyed,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to evaluate customer sentiment,,14377d9741a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
This is a loyalty indicator and identifies which channels attract the most loyal customers,1899-12-30T00:00:00,47606,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Days Account Active (Mean),41afc527309111e880d4000d3a02ed0d,RC-F-7,931,Days,931,0.0,0,0,2014-12-04T00:00:00,0,Sum (# Days Account Active)/ # Customers,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,This is a loyalty indicator and identifies which channels attract the most loyal customers,,14377d9841a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to assess the effectiveness of the loyalty program,1899-12-30T00:00:00,47607,2018-04-16T18:50:59,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Loyalty Program Members,41afc527309111e880d4000d3a02ed0d,RC-F-8,932,Percent,932,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to assess the effectiveness of the loyalty program,,14377d9b41a711e880d5000d3a02ed0d,# Loyalty Program Members / # Customers,,DFREED,DFREED,DFREED
Used to assess the effectiveness of the loyalty program,1899-12-30T00:00:00,47608,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Days Loyalty Account Active (Mean),41afc527309111e880d4000d3a02ed0d,RC-F-9,933,Days,933,0.0,0,0,2014-12-04T00:00:00,0,Sum (# Days Account Active)/ # Loyalty Program Members,"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to assess the effectiveness of the loyalty program,,14377d9c41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to assess the effectiveness of the loyalty program,1899-12-30T00:00:00,47609,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,# Days Loyalty Program Gain,41afc527309111e880d4000d3a02ed0d,RC-F-10,934,Days,934,0.0,0,0,2014-12-04T00:00:00,0,# Days Loyalty Account Active (Mean) - # Days Account Active (Mean),"Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to assess the effectiveness of the loyalty program,,14377d9d41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Evaluate customer opinion of loyalty program,1899-12-30T00:00:00,47610,2018-04-16T18:50:59,94e8408331e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,Loyalty Program Subjective Score,41afc527309111e880d4000d3a02ed0d,RC-F-11,935,6 (Strongly Agree) - 1 (Strongly Disagree),935,0.0,0,0,2014-12-04T00:00:00,0,"Sample Customer Survey Response to ""Our loyalty program encourages you to continue to use our products and services""","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Evaluate customer opinion of loyalty program,,14377d9e41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
Used to evaluate the proportion of new customers who have been referred.,1899-12-30T00:00:00,47611,2018-04-16T18:51:00,94e8407f31e511e880d4000d3a02ed0d,41afc5c3309111e880d4000d3a02ed0d,0.0,% Customers Referred,41afc527309111e880d4000d3a02ed0d,RC-F-12,936,Percent,936,0.0,0,0,2014-12-04T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales","Recommend (Refer Product/Service, Gain Loyalty)",2021-07-28T20:47:56,,Used to evaluate the proportion of new customers who have been referred.,,14377da141a711e880d5000d3a02ed0d,# Customers Acquired / # Customers Acquired,,DFREED,DFREED,DFREED
