@UNIQUEIDENTIFIER,@INDEPENDENT,@TYPE,@GROWTHTYPE,@RELATIONSHIPFLAG,@EXPORTFLAG,@VALIDATED,@WHENCREATED,@WHENUPDATED,@DATEVALIDATED,@NOTES,@DESCRIPTION,@NAME,@PURPOSE,@TEMPLATE,@ALTERNATENAME,@MASHUPURLLINKS,@CWAVERAGERATING,@CWTOTALCOMMENT,@MATURITYLEVEL,@FRAMEWORXSTATUS,@SPLITNAME,@LINK,RCENTITYTODATASTORE@DATASTOREID,RCENTITYTOSUPERENTITY@SUPERENTITYID,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
4e3c7ec9736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:13,1899-12-30T00:00:00,,The Customer Facing Service Example ABE contains an example CustomerFacingService entity.,Customer Facing Service Example ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ecb736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:13,1899-12-30T00:00:00,,The Customer Facing Service Role ABE defines CustomerServiceRoles that are used to represent the variable characteristics of a CustomerFacingService in terms of roles that this type of Service plays.,CustomerFacing Service Role ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ecd736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T15:14:30,1899-12-30T00:00:00,,"The Service ABE contains entities that are used to represent two fundamentally different types of Services, called CustomerFacingServices and ResourceFacingServices. A CustomerFacingService defines the characteristics of a particular Service that represents a realization of a Product within an organization's infrastructure. In contrast, a ResourceFacingService is an abstraction that defines the characteristics of a particular Service which support the network/infrastructure facing part of the service. For example, a VPN is an example of a CustomerFacingService, while the sub-services that perform different types of routing between network devices making up the VPN are examples of ResourceFacingServices. ResourceFacingServices are ""internal"" Services that are required to support a CustomerFacingService. Entities in this ABE provide different views to examine, analyze, configure, monitor and repair Services of all types. Entities in this ABE are derived from Service Specification entities.",Resource Facing Service ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ecf736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:13,1899-12-30T00:00:00,,The Resource Facing Service Examples ABE contains examples of ResourceFacingServices.,Resource Facing Service Examples ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ed1736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:13,1899-12-30T00:00:00,,The Resource Facing Service Role ABE defines ResourceServiceRoles that are used to represent the variable characteristics of a ResourceFacingService in terms of roles that this type of Service plays.,Resource Facing Service Role ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ed3736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:02,1899-12-30T00:00:00,,The definition of how a Service operates or functions in terms of CharacteristicSpecification(s) and related ResourceSpec(s) and ServiceSpec(s) as well as a representation of how a Product operates or functions in terms of characteristics and related Resource(s) and Service(s).,Service Configuration ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ed5736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:02,1899-12-30T00:00:00,,The Service Order ABE contains entities that represent a type of Request that decomposes a Customer Order's products into the services associated with a ServiceOrder through which the products are realized.,Service Order ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ed7736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:02,1899-12-30T00:00:00,,"The Service Performance ABE collects, correlates, consolidates, and validates various performance statistics and other operational characteristics of customer and resource facing service entities. It provides a set of entities that can monitor and report on performance. Each of these entities also conducts network performance assessment against planned goals, performs various aspects of trend analysis, including error rate and cause analysis and Service degradation. Entities in this ABE also manage the traffic generated by a Service, as well as traffic trend analysis. This is important for newer technologies that separate data, control and management functions for a given Service.",Service Performance ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ed9736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T15:14:30,1899-12-30T00:00:00,,"The Service Specification ABE contains entities that define the invariant characteristics and behavior of both types of Service entities. This enables multiple instances to be derived from a single specification entity. In this derivation, each instance will use the invariant characteristics and behavior defined in its associated template. This ABE includes a third type of Service Specification entity: that of a ServiceLevelSpecification. This type of specification templatizes Services that are bound to a Service Level Agreement.",Service Level Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7edb736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T15:14:30,1899-12-30T00:00:00,,The Service Performance ABE defines measure of the manner in which a Service is functioning.,Service Performance Specification ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7edd736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:02,1899-12-30T00:00:00,,"The Service Problem ABE manages faults, alarms, and outages from a Service point-of-view. This is then correlated to trouble tickets, regardless of whether the cause is physical or logical. Other entities in this ABE are used to direct the recovery from each of these three types of problems. They provide the ability to associate Resource faults and alarms to degradation and outages of Services that run on those Resources. These functions are independent of the Resources and technologies used to build the Service. A third set of entities in this ABE is used to differentiate between customer-reported problems and network-induced problems.",Service Problem ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7edf736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:02,1899-12-30T00:00:00,,Service Roles ABE contains all PartyRoles related to the Service Domain such as ServiceManager.,Service Roles ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ee1736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T16:33:02,1899-12-30T00:00:00,,"The Service Specification ABE contains entities that define the shared characteristics of both types of Service entities. This enables multiple instances to be derived from a single specification entity. In this derivation, each instance will use the characteristics defined in its associated specification. Entities in this ABE focus on adherence to standards, distinguishing features of a Service, dependencies (both physical and logical, as well as on other services), quality, and cost. In general, entities in this ABE enable Services to be bound to Products and run using Resources. Network services are one example of Services that can be built. Additional examples include installation, maintenance, monitoring, and content authentication, authorization, accounting, and auditing functions.",Service Specification ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ee3736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:30,2020-03-31T15:14:30,1899-12-30T00:00:00,,The Customer Facing Service Spec ABE defines the common characteristics for a set of CustomerFacingServices. This scales by enabling multiple CustomerFacingServiceSpecs to be defined to model the common characteristics of different groups of CustomerFacingServices.,Customer Facing Service Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ee5736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:13,1899-12-30T00:00:00,,The Customer Facing Service Spec Examples ABE contains example subclasses of CustomerFacingServiceSpecs.,Customer Facing Service Spec Examples ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ee7736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:13,1899-12-30T00:00:00,,"The Customer Facing Service Spec Role ABE defines a ServiceSpecification, in terms of a set of ServiceSpecificationRoles, for a CustomerFacingService. It is used to represent the shared characteristics of a CustomerFacingService. This enables the CustomerFacingService to be managed abstractly using ServiceSpecificationRoles. It also helps define a CustomerFacingServiceSpecification in terms of the functions that it has or provides.",Customer Facing Service Spec Role ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ee9736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:13,1899-12-30T00:00:00,,"The Service Package ABE defines the concept of bundling a set of different CustomerFacingServiceSpecs to meet the functionality specified by one or more ProductSpecifications. This enables the shared characteristics of these CustomerFacingServices to be specified, so that multiple Products can be built from their associated ProductSpecification.",Service Package ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eeb736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:18,1899-12-30T00:00:00,,The Service Package Spec Examples ABE contains example subclasses of ServicePackageSpecs.,Service Package Spec Examples ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eed736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T15:14:31,1899-12-30T00:00:00,,The Resource Facing Service Spec ABE defines the common characteristics for a set of ResourceFacingServices. This scales by enabling multiple ResourceFacingServiceSpecs to be defined to model the common characteristics of different groups of ResourceFacingServices.,Resource Facing Service Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eef736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:13,1899-12-30T00:00:00,,"The Resource Facing Service Spec Role ABE defines a ServiceSpecification, in terms of a set of ServiceSpecificationRoles, for a ResourceFacingService. It is used to represent the shared characteristics of a ResourceFacingService. This enables the ResourceFacingService to be managed abstractly using ServiceSpecificationRoles. It also helps define a ResourceFacingServiceSpecification in terms of the functions that it has or provides.",Resource Facing Service Spec Role ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ef1736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:13,1899-12-30T00:00:00,,"The Service Bundle ABE is a collection of ResourceFacingServiceSpecifications. This enables the needs of different sets of ResourceFacingServiceSpecifications to be grouped together, hence the name “bundle”. Since these are ResoureFacingSpecifications, they define reusable templates for implementing the ResourceFacingServices that are required by a particular CustomerFacingService (as represented by a ServicePackage).",Service Bundle ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ef3736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:18,1899-12-30T00:00:00,,The Service Bundle Examples ABE contains example subclasses of ServiceBundleSpec.,Service Bundle Examples ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ef5736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T15:14:31,1899-12-30T00:00:00,,A collection of entities that represent the specification of ServiceCatalogs and catalogs described by them that contain ServiceSpecifications.,Service Catalog ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ef7736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:02,1899-12-30T00:00:00,,"The Service Strategy and Plan ABE contains entities that are used to address the need for enhanced or new Services, as well as the retirement of existing Services, by the enterprise. These entities have a strong dependency to both entities in the Resource and Product domains. Resulting efforts, such as deciding what Resources to use to host a Service, or what Services are used to support new Product Specifications, are also supported, as are service demand forecasts.",Service Strategy & Plan ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ef9736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:02,1899-12-30T00:00:00,,A service test is a function performed on a service that results in measures being produced that reflect the functioning of the entity under test.,Service Test ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7efb736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:02,1899-12-30T00:00:00,,"The Service Usage ABE collects Service consumption data, and generates Service usage records, for use by other business entities. The entities in this ABE provide physical, logical, and network usage information.",Service Usage ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7efd736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:03,1899-12-30T00:00:00,,"The TMF Interface Program introduced in the Multi-Technology Operations System Interface (MTOSI) 2.0, Service Management interfaces based upon extensions to the SID service model in this ABE. The resulting solution set introduced two new service management activation interfaces, and a service inventory interface.",TIP Service Management ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eff736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:03,1899-12-30T00:00:00,,"The Resource ABE contains entities that are used to represent the various aspects of a Resource. This includes four sets of entities that represent: the physical and logical aspects of a Resource; show how to aggregate such resources into aggregate entities that have physical and logical characteristics and behavior; and show how to represent networks, sub-networks, network components, and other related aspects of a network.",Resource ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f01736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T15:14:31,1899-12-30T00:00:00,,The Compound Resource ABE contains entities that are used to represent the various aspects of a CompoundResource. CompoundResource is a set of entities that shows how to aggregate PhysicalResources and LogicalResources into aggregate entities that has physical and/or logical characteristics and behavior.,Compound Resource ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f03736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T15:14:31,1899-12-30T00:00:00,,The Logical Resource ABE contains entities that are used to represent the various aspects of a LogicalResource.,Logical Resource ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f05736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:31,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Address ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f07736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Computing and Software ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f09736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:18,1899-12-30T00:00:00,,,Software Resource and Software ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f0b736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Converged Network ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f0d736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:14,1899-12-30T00:00:00,,,LogicalResource Examples ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f0f736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Management Information ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f11736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:18,1899-12-30T00:00:00,,,Accounting ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f13736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:18,1899-12-30T00:00:00,,,Management Method ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f15736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Performance Info ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f17736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Resource State ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f19736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Resource Statistical ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f1b736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Security ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f1d736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Service State ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f1f736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Service Statistical Info ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f21736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Protocol Service ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f23736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Bridging Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f25736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:32,2020-03-31T16:33:19,1899-12-30T00:00:00,,,LAN Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f27736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Management Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f29736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Routed Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f2b736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Routing Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f2d736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Signaling Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f2f736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Switching Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f31736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,WAN Protocols ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f33736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:14,1899-12-30T00:00:00,,The Resource Number ABE contains entities that are used to represent the various aspects of a Number. For this we have the generical classes: ResourceNumber and ResourceNumberSpecification with its respective Figure to describe its relationships between them and with other entities from other domains.,Resource Number ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f35736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Statistics ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f37736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:14,1899-12-30T00:00:00,,,TIP Logical Resource ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f39736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,Network Resource Fulfillment ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f3b736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T15:14:33,1899-12-30T00:00:00,,The Pysical Resource ABE contains entities that are used to represent the various aspects of a Physical Resource.,Physical Resource ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f3d736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Auxiliary Component ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f3f736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Equipment ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f41736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:14,1899-12-30T00:00:00,,,Equipment Holder ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f43736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,HolderAtomic ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7f45736211ea80ee000d3a02ed0d,0,9a8539bb225d11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:33,2020-03-31T16:33:19,1899-12-30T00:00:00,,,HolderComposite ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
