@WHENUPDATED,@UNIQUEIDENTIFIER,@CWAVERAGERATING,@TOUCHPOINTPATTERN,@TOUCHPOINTID,@DESCRIPTION,@TOUCHPOINTNONREPUDIATIONREQUIREMENT,@TOUCHPOINTDIRECTION,@EXPORTFLAG,@DATEVALIDATED,@MATURITYLEVEL,@TOUCHPOINTALTNAME,@TEMPLATE,@CWTOTALCOMMENT,@TYPE,@NAME,@VALIDATED,@WHENCREATED,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
2015-05-07T11:23:52,7b8fb8d45e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,PC-TP001.1,"service provider response to a previously submitted WBA Product Catalogue query. The message will contain the WBA Product Catalogue relevant to external party,",a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PC-TP001.1 responseProductCatalogue,0,0.0,c6a04a065e8711e4925a6817294aebff,responseProductCatalogue,0,2014-10-28T04:09:24,32,32,32
2015-05-07T11:23:31,817625f95e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP007,Provides the ability to cancel a previously booked or reserved appointment.,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP007 requestAppointmentCancel,0,0.0,c6a04a065e8711e4925a6817294aebff,requestAppointmentCancel,0,2014-10-28T04:02:30,32,32,32
2014-10-30T10:01:26,81a40e0d5e8a11e4925a6817294aebff,0.0,,IM-TP001.1,,,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,IM-TP001.1 responseProductInstanceInformation,0,0.0,c6a04a065e8711e4925a6817294aebff,responseProductInstanceInformation,0,2014-10-28T04:09:32,32,32,32
2015-05-07T11:23:32,8824c1a55e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP011,Provides the ability to reschedule a booked appointment.,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP011 requestAppointmentReschedule,0,0.0,c6a04a065e8711e4925a6817294aebff,requestAppointmentReschedule,0,2014-10-28T04:02:41,32,32,32
2015-05-07T11:23:53,8850d4f25e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,QS-TP004.1,service provider response to a previously submitted minor service indicator request. This message will contain the actual service indicator data if available.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,QS-TP004.1 responseServiceImpactingIndicators,0,0.0,c6a04a065e8711e4925a6817294aebff,responseServiceImpactingIndicators,0,2014-10-28T04:09:44,32,32,32
2015-05-07T11:23:33,8ed028f65e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP005 TP002,Provides the ability to reserve an appointment slot for up to 1 hour. A request from the Buyer to confirm an engineering appointment reservation,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP005 requestAppointmentReservation TP002: requestAppointmentReservation,0,0.0,c6a04a065e8711e4925a6817294aebff,requestAppointmentReservation,0,2014-10-28T04:02:52,32,32,32
2015-05-07T11:23:53,8efd9bd75e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,TE-TP006.1,service provider response to a previously submitted service opeartional status request.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TE-TP006.1 responseServiceOperationalStatus,0,0.0,c6a04a065e8711e4925a6817294aebff,responseServiceOperationalStatus,0,2014-10-28T04:09:55,32,32,32
2015-05-07T11:23:54,95aa89cd5e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PO-TP001.1,service provider response containing the results of a previously submitted Service Qualification request.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP001.1 responseSingleSiteQualification,0,0.0,c6a04a065e8711e4925a6817294aebff,responseSingleSiteQualification,0,2014-10-28T04:10:06,32,32,32
2015-05-07T11:22:48,972b6fdf5e8811e4925a6817294aebff,0.0,,CM,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,CM Manage Planned Infrastructure Maintenance,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Planned Infrastructure Maintenance,0,2014-10-28T03:55:55,32,32,32
2015-05-07T11:23:33,9bbe974c5e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,BIN-TP001,Provides the ability to retrieve a previously generated Invoice.,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BIN-TP001 requestBillingInvoice,0,0.0,c6a04a065e8711e4925a6817294aebff,requestBillingInvoice,0,2014-10-28T04:03:07,32,32,32
2015-05-07T11:23:54,9c579ed35e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,TE-TP001.1,A response message indicating the  completion of the test and results or rejection because of invalid test or service provided.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TE-TP001.1 responseTest,0,0.0,c6a04a065e8711e4925a6817294aebff,responseTest,0,2014-10-28T04:10:17,32,32,32
2015-05-07T11:23:15,9d3f28d65e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP008 TP009,"A notification message informing external party of a change progress milestone, attribute, or information on an order.The following events can be sent as part of notifyKeepCustomerInformed mesage:- Order Jeopardy- Order Delay- Service Test Complete- Service Disconnected- service provider Action Required- service provider Action Completed- Planned Remediation Date- Appointment Rescheduled- Amend Order Accepted- Amend Order Rejected- Cancel Order Rejected- More Time Accepted- More Time Rejected
:- Appointment Extended- Late Day Visit- Next Day Visit- Tech On Site- MSD Cleared- Network Shortfall Cleared
:- Ticket Jeopardy- Ticket Delay- service provider Action Required- service provider Action Completed- Planned Remediation date- Amend Accepted- More Time Accepted
:- Order Jeopardy- Order Delay- Service Test Complete- Service Disconnected- service provider Action Required- service provider Action Completed- Planned Remediation Date- Appointment Rescheduled- Amend Order Accepted- Amend Order Rejected- Cancel Order Rejected- More Time Accepted- More Time Rejected
:- Appointment Extended- Late Day Visit- Next Day Visit- Tech On Site- MSD Cleared- Network Shortfall Cleared
:- Ticket Jeopardy- Ticket Delay- service provider Action Required- service provider Action Completed- Planned Remediation date- Amend Accepted- More Time Accepted
: notify outage start, and notify outage complete.
A notification from the Supplier of change of state (see PR State Diagram), progress milestone, attribute, action required, or information on a Problem Report. Attribute can be e.g. appointment date/time. Action can be e.g. reappoint required.",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP008 notifyKeepCustomerInformed TP009: notifyKeepCustomerInformed,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyKeepCustomerInformed,0,2014-10-28T03:56:05,32,32,32
2015-05-07T11:23:55,a3048cc95e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PH-TP011.1,"service provider response to a previously submitted Trouble Ticket amend request. The message will contain the final result of the amend, which can be either rejected (amend not implemented) or completed (Trouble Ticket has been amended).",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP011.1 responseTroubleTicketAmend,0,0.0,c6a04a065e8711e4925a6817294aebff,responseTroubleTicketAmend,0,2014-10-28T04:10:28,32,32,32
2015-05-07T11:23:34,a34f31d85e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,BRE-TP001,"Provides the ability to retrieve a billing report. The following reports will be available for retrieval:a. List of past BEFsb. List of past Invoicesc. Payment history by date ranged. List of Billing Accounts per external party IDe. Billing account positionf. List of Billing Account level adjustment, rebate and discountg. Dispute/Enquiry information (historical and current)",a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BRE-TP001 requestBillingReport,0,0.0,c6a04a065e8711e4925a6817294aebff,requestBillingReport,0,2014-10-28T04:03:21,32,32,32
2015-05-07T11:23:16,a3fb80585e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP011,A notification message informing external party that a pervioulsy submitted order has been accepted,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP011 notifyOrderAccepted,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyOrderAccepted,0,2014-10-28T03:56:20,32,32,32
2015-05-07T11:23:35,a97bf16e5e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PH-TP025,"Provides the ability for external party to advise service provider that more time will be required to complete an activity. To be used when service provider is waiting on an action from external party, and external party wishes to extend the time it has to perform the required action.",b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP025 requestMoreTime,0,0.0,c6a04a065e8711e4925a6817294aebff,requestMoreTime,0,2014-10-28T04:03:35,32,32,32
2015-05-07T11:23:56,a9b2da545e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,PH-TP029.1,service provider response  containing the requested attachment related to an external party Trouble Ticket.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP029.1 responseTroubleTicketAttachment,0,0.0,c6a04a065e8711e4925a6817294aebff,responseTroubleTicketAttachment,0,2014-10-28T04:10:40,32,32,32
2015-05-07T11:23:56,a9b2da575e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PH-TP030.1,"service provider response to a previously submitted Trouble Ticket clearance request. The message will contain the final result of the request, which can be either rejected (e.g. business validation failure) or accepted (Trouble Ticket to be progressed further).",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP030.1 responseTroubleTicketClearance,0,0.0,c6a04a065e8711e4925a6817294aebff,responseTroubleTicketClearance,0,2014-10-28T04:10:48,32,32,32
2015-05-07T11:23:17,ac9d67d35e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP009,A notification message informing external party that a previously submitted order has been received and passed XML validation.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP009 notifyOrderAcknowledged,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyOrderAcknowledged,0,2014-10-28T03:56:34,32,32,32
2015-05-07T11:23:35,b0a6c3cc5e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,OH-TP005,"Provides the ability to make changes to an order that is currently in progress. Changes to an In-Flight Order will be dependant on PoNR for each type of order amendment. The following amendment type have been identified (including but not limited to):- Product Attributes e.g. speed, QoS- Billing account iD",b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP005 requestOrderAmend,0,0.0,c6a04a065e8711e4925a6817294aebff,requestOrderAmend,0,2014-10-28T04:03:47,32,32,32
2015-05-07T11:23:57,b1788f6a5e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,PH-TP002.1,service provider response  containing the results of a previsouly submitted Trouble Ticket details query.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP002.1 responseTroubleTicketDetails,0,0.0,c6a04a065e8711e4925a6817294aebff,responseTroubleTicketDetails,0,2014-10-28T04:11:00,32,32,32
2015-05-07T11:23:18,b43d44d65e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP032,An end state message indicating the cancellation of a previously submitted order. No further messages will be sent in regards to the particular order.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP032 notifyOrderCancelled,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyOrderCancelled,0,2014-10-28T03:56:46,32,32,32
2015-05-07T11:23:11,b75c7877f4dd11e4aa85002590713bc0,0.0,,,,,,0,1899-12-30T00:00:00,,,0,0.0,,Resolve Problem,0,2015-05-07T11:23:11,32,32,32
2015-05-07T11:23:36,b7e063715e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,OH-TP006,"Provides the ability to cancel an order currently in progress. This message may result in a billing implication; however, this will depend on the individual Product rules.",b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP006 requestOrderCancel,0,0.0,c6a04a065e8711e4925a6817294aebff,requestOrderCancel,0,2014-10-28T04:03:59,32,32,32
2015-05-07T11:23:18,bc19b68e5e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP012,"An end state completion message containing the final order completion details of a previously submitted order. This notification indicates that the order has been successfully completed, and no further messages will be sent in regards to the particular order.",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP012 notifyOrderCompleted,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyOrderCompleted,0,2014-10-28T03:57:00,32,32,32
2015-05-07T11:23:15,bde37e6df4dd11e4aa85002590713bc0,0.0,,,,,,0,1899-12-30T00:00:00,,,0,0.0,,Manage Progress,0,2015-05-07T11:23:15,32,32,32
2015-05-07T11:22:56,be7f20615e8911e4925a6817294aebff,0.0,,PO,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO Manage Service Qualification,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Service Qualification,0,2014-10-28T04:04:08,32,32,32
2015-05-07T11:23:37,be7f20645e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PO-TP002,Provides the ability to determine whether a Product can be provisioned at a particular location.This interaction supports the following qualification types:2. Location and Product.,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP002 requestOrderFeasibilityCheck,0,0.0,c6a04a065e8711e4925a6817294aebff,requestOrderFeasibilityCheck,0,2014-10-28T04:04:15,32,32,32
2015-05-07T11:23:57,bf8a9a755e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PO-TP010,Provides the ability to submit multiple address searches (as per PO-TP005) in a single message. The message constitutes a batch of line item addresses.,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP010 submitBatchAddressSearch,0,0.0,c6a04a065e8711e4925a6817294aebff,submitBatchAddressSearch,0,2014-10-28T04:11:18,32,32,32
2015-05-07T11:23:19,c3ae96e95e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP013,An end state message indicating the rejection of a previously submitted order. It indicates the the order was not processed and the message will contain the reason as to its rejection. No further messages will be sent in regards to the particular order.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP013 notifyOrderRejected,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyOrderRejected,0,2014-10-28T03:57:12,32,32,32
2015-05-07T11:23:31,c41e586ff4dd11e4aa85002590713bc0,0.0,,,,,,0,1899-12-30T00:00:00,,,0,0.0,,Appointing,0,2015-05-07T11:23:31,32,32,32
2015-05-07T11:22:43,c6a04a075e8711e4925a6817294aebff,0.0,,AM,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM Manage Appointment,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Appointment,0,2014-10-28T03:50:07,32,32,32
2015-05-07T11:22:55,c6a790545e8911e4925a6817294aebff,0.0,,QS,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,QS Manage Service Performance,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Service Performance,0,2014-10-28T04:04:19,32,32,32
2015-05-07T11:23:37,c6a790575e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,QS-TP001 TP043,Provides the ability to retrieve a service performance report.  A request from the Buyer to provide a service performance report,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,QS-TP001 requestPerformanceData TP043: requestPerformanceData,0,0.0,c6a04a065e8711e4925a6817294aebff,requestPerformanceData,0,2014-10-28T04:04:26,32,32,32
2015-05-07T11:23:58,c6f954a25e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PO-TP015,Provides the ability to submit multiple site qualifications (As per PO-TP002) in a single message.The message constitutes a batch of line item addresses.,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP015 submitBatchQualification,0,0.0,c6a04a065e8711e4925a6817294aebff,submitBatchQualification,0,2014-10-28T04:11:31,32,32,32
2015-05-07T11:23:40,ca20115af4dd11e4aa85002590713bc0,0.0,,,,,,0,1899-12-30T00:00:00,,,0,0.0,,Testing,0,2015-05-07T11:23:40,32,32,32
2015-05-07T11:22:48,cd0c299d5e8911e4925a6817294aebff,0.0,,IM,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,IM Manage Inventory,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Inventory,0,2014-10-28T04:04:35,32,32,32
2015-05-07T11:23:58,ce3a47625e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,OH-TP007,"Provides the ability to submit multiple orders (connect, modify, disconnect) in a single message. The message constitutes a bulk set of independent orders that will be provisioned individually.",b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP007 submitBulkOrder,0,0.0,c6a04a065e8711e4925a6817294aebff,submitBulkOrder,0,2014-10-28T04:11:43,32,32,32
2015-05-07T11:23:52,d01844cff4dd11e4aa85002590713bc0,0.0,17cc91055e8911e4925a6817294aebff,IM-TP001.1,,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,IM-TP001.1 requestProductInstanceInformationresponse,0,0.0,c6a04a065e8711e4925a6817294aebff,requestProductInstanceInformationresponse,0,2015-05-07T11:23:52,32,32,32
2015-05-07T11:23:20,d174f1d85e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,CM-TP001,"A notification message initiated by service provider that a service outage on a number of services owned by external party is necessary to resolve the Trouble Ticket (e.g. change-out of a piece of common equipment, planned engineering work ? upgrade or major service outages etc...). This message is requesting authorisation from external party to proceed with the outage.",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,CM-TP001 notifyPlannedChange,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyPlannedChange,0,2014-10-28T03:57:27,32,32,32
2015-05-07T11:22:50,d174f1db5e8811e4925a6817294aebff,0.0,,MP,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PC Manage Product Catalog,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Product Catalog,0,2014-10-28T03:57:37,32,32,32
2015-05-07T11:23:38,d33d56125e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,IM-TP001,Request Product instance information associated with the request Product instance indentifier.,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,IM-TP001 requestProductInstanceInformation,0,0.0,c6a04a065e8711e4925a6817294aebff,requestProductInstanceInformation,0,2014-10-28T04:04:42,32,32,32
2015-05-07T11:23:59,d58992395e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,MP-TP001,Provides the ability to submit a forecast service order volume,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,MP-TP001 submitForecastOrderVolume,0,0.0,c6a04a065e8711e4925a6817294aebff,submitForecastOrderVolume,0,2014-10-28T04:11:55,32,32,32
2015-05-07T11:24:02,d62121e1f4dd11e4aa85002590713bc0,0.0,17cc91055e8911e4925a6817294aebff,TP003,A request from the Buyer to provide the details of a specified engineering appointment,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP003:queryAppointment,0,0.0,c6a04a065e8711e4925a6817294aebff,queryAppointment,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d62121e8f4dd11e4aa85002590713bc0,0.0,d62121e6f4dd11e4aa85002590713bc0,TP004,A request from the Buyer to cancel an existing engineering appointment,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP004: requestCancelAppointment,0,0.0,c6a04a065e8711e4925a6817294aebff,requestCancelAppointment,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d62121ebf4dd11e4aa85002590713bc0,0.0,,,,,,0,1899-12-30T00:00:00,,,0,0.0,,Miscellaneous,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d62121eef4dd11e4aa85002590713bc0,0.0,17cc91055e8911e4925a6817294aebff,TP005,A request from the Buyer to provide the details of a specified Supplier service instance (owned by that Buyer),a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP005: requestServiceInformation,0,0.0,c6a04a065e8711e4925a6817294aebff,requestServiceInformation,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d62121f3f4dd11e4aa85002590713bc0,0.0,269c709c5e8911e4925a6817294aebff,TP007,A request from the Buyer to provide the fault history for a specified service instance (owned by that Buyer),a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP007: queryFaultHistory,0,0.0,c6a04a065e8711e4925a6817294aebff,queryFaultHistory,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d62121f8f4dd11e4aa85002590713bc0,0.0,d62121e6f4dd11e4aa85002590713bc0,TP008,A request from the Buyer to raise a Problem Report for a specified Supplier service instance (owned by that Buyer),b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP008: requestProblemReport,0,0.0,c6a04a065e8711e4925a6817294aebff,requestProblemReport,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d62121fdf4dd11e4aa85002590713bc0,0.0,17cc91055e8911e4925a6817294aebff,TP010,A request from the Buyer to provide PR progress information,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP010: requestSupplierTaskStatus,0,0.0,c6a04a065e8711e4925a6817294aebff,requestSupplierTaskStatus,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d6212202f4dd11e4aa85002590713bc0,0.0,d62121e6f4dd11e4aa85002590713bc0,TP011,A request from the Buyer to amend the PR with an attribute or information.  Attribute can be e.g. new appointment id. Information can be e.g. textual notes,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP011: requestProblemReportAmendment,0,0.0,c6a04a065e8711e4925a6817294aebff,requestProblemReportAmendment,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d6212207f4dd11e4aa85002590713bc0,0.0,d62121e6f4dd11e4aa85002590713bc0,TP012,A request from the Buyer to cancel a Problem Report,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP012: requestProblemReportCancellation,0,0.0,c6a04a065e8711e4925a6817294aebff,requestProblemReportCancellation,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d621220cf4dd11e4aa85002590713bc0,0.0,d62121e6f4dd11e4aa85002590713bc0,TP013,"A request from the Buyer, accepting the PR is Cleared, and that it can now be Closed",b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP013: requestProblemReportClearConfirm,0,0.0,c6a04a065e8711e4925a6817294aebff,requestProblemReportClearConfirm,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d6212211f4dd11e4aa85002590713bc0,0.0,d62121e6f4dd11e4aa85002590713bc0,TP014,"A request from the Buyer, rejecting the PR is Cleared, and requesting further investigation and action",b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP014: requestProblemReportClearReject,0,0.0,c6a04a065e8711e4925a6817294aebff,requestProblemReportClearReject,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:02,d6212214f4dd11e4aa85002590713bc0,0.0,,,,,,0,1899-12-30T00:00:00,,,0,0.0,,Charges,0,2015-05-07T11:24:02,32,32,32
2015-05-07T11:24:03,d6212217f4dd11e4aa85002590713bc0,0.0,c41e5872f4dd11e4aa85002590713bc0,TP015,"A notification from the Supplier that a new or additional charge (e.g. Time Related Charges) will be levied, and requesting authorisation from the Buyer",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,TP015: notifyCharge,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyCharge,0,2015-05-07T11:24:03,32,32,32
